895537,4
899740,4
55688,4
63728,4
822012,3
781895,4
472806,3
398991,3
633564,3
927509,3
738784,3
945753,4
964568,4
42051,4
907417,4
127785,4
52983,3
126582,4
523698,4
775403,4
962723,4
791921,4
302969,4
513059,4
233825,3
860044,4
469593,3
859534,4
8470,4
60792,4
529767,4
60478,3
404913,4
334920,4
333142,4
958354,4
555440,4
301053,4
675206,4
814193,3
643881,4
457204,4
963331,4
42348,5
143585,3
758223,4
242198,3
805765,3
204308,4
890182,4
194751,4
156184,4
912504,3
463624,3
653123,5
769980,4
480513,4
589458,3
900751,4
811659,4
733117,4
516698,3
698487,4
953070,4
628535,3
992428,4
138172,3
650242,4
591000,4
331459,3
107546,3
134553,4
178555,4
902752,4
944867,4
100637,4
436056,3
189971,4
632064,3
735282,4
52968,3
152617,4
12823,3
661005,4
229819,3
253250,4
993994,4
662863,4
210445,4
963237,4
220904,3
396428,3
128590,4
495682,4
55946,4
738983,4
549092,3
961096,3
406976,4
864682,3
485110,3
734272,3
515090,3
898479,3
588958,4
510370,4
866701,3
849690,5
216959,4
113886,3
475763,4
544871,3
935002,3
659905,4
770827,3
88049,4
600139,4
31619,5
691363,4
265682,4
838170,2
80823,4
786080,3
549720,4
102093,4
977812,4
571278,4
158454,4
920575,4
665669,3
739076,5
1173,4
903697,4
955068,3
730705,4
737625,4
804058,4
909107,3
875074,4
895039,3
2086,4
638626,3
164988,4
846888,4
203924,4
124094,4
543430,4
656585,3
188923,4
678663,3
487069,3
166949,4
99806,3
62518,4
325235,4
330587,3
132017,3
696524,4
323539,4
756163,4
61159,4
449522,3
24024,4
192267,4
679117,3
396648,4
229731,4
32124,3
599708,4
399735,3
935946,4
116603,3
247869,3
118299,4
556555,5
674526,4
890969,3
458561,3
282108,4
711613,4
290246,3
928061,3
531840,4
628418,3
202063,4
927458,3
105356,4
621943,3
907065,4
339395,4
140019,4
644792,3
618961,3
691437,4
913654,4
756017,4
968257,4
486252,3
717925,4
80803,4
951519,4
926357,4
792061,4
862155,3
332109,5
154579,4
818809,4
925074,4
427835,4
709053,4
942248,4
129537,4
543714,4
569567,4
771777,4
231342,4
734332,3
546004,4
722485,4
41096,4
564681,3
502918,4
546945,4
810096,4
883539,3
763117,4
153153,4
719520,4
286265,4
833207,4
107762,3
896393,4
700639,4
201862,3
60392,4
210027,3
398110,4
718797,4
948263,4
553070,4
445372,4
652127,4
80075,3
109586,4
94574,4
360339,3
657588,4
55866,3
508645,3
954279,3
261339,3
857694,3
33381,4
533366,4
493240,4
82127,3
377508,4
498719,4
928692,4
268001,3
643925,3
937491,4
179114,4
927730,3
414384,3
596276,4
338170,4
144493,4
460416,3
1000152,4
1713,3
984622,3
467472,3
288329,4
844414,3
530088,4
147651,3
608628,4
809261,4
908547,4
19929,4
296289,4
109099,3
767560,4
118830,4
335016,4
681866,3
40666,4
748832,4
192454,4
983761,3
723302,4
668492,4
649981,4
302312,2
577852,3
403546,4
658557,3
596604,4
156848,2
702693,4
680245,3
587648,2
480241,3
931817,3
660222,4
764729,3
442554,5
305896,4
256835,4
966761,4
577042,3
298443,2
617625,4
439903,4
219956,4
347146,3
567124,4
927995,3
890958,3
155869,3
302092,2
229221,4
462582,3
526111,3
640010,3
710127,3
5465,4
40802,4
202782,3
367412,4
994873,3
120552,3
96505,3
480712,4
534720,4
82981,5
211057,4
482173,4
599090,3
1711,3
789735,3
979910,4
798936,3
356644,4
260879,4
909440,3
245114,4
736703,3
884167,4
121334,3
175181,4
841768,4
633988,3
879288,4
474663,4
538301,4
59174,4
727912,4
265173,3
589174,5
666336,3
816736,5
837331,4
737863,3
531744,4
895242,4
595196,4
413705,3
3727,3
597879,3
431658,4
400048,3
318562,4
137442,4
77915,4
978779,4
683629,3
391527,4
497354,4
643334,4
294471,3
83391,4
937652,4
345829,4
791767,4
337436,4
861044,4
502890,4
886813,3
287384,4
372871,4
157937,4
963203,4
920263,2
549292,3
398701,4
89801,3
233271,2
894446,4
428477,4
780342,2
475938,3
188216,4
936364,4
971848,3
159078,3
557450,4
604642,4
920106,4
603455,3
987078,3
947018,4
264934,3
394357,4
184889,3
596925,4
917961,3
75723,4
544935,4
641673,3
761177,3
558751,3
108808,4
50303,4
448490,4
825154,3
849629,5
367211,3
70126,3
496899,3
358540,3
75255,4
658148,4
143737,3
978991,4
546852,4
773778,4
718545,4
639254,4
28810,4
459445,3
516735,3
558397,4
937344,4
581495,4
432338,4
394029,4
291344,3
208092,4
486305,4
838930,4
952367,4
194681,4
838748,4
322869,2
504721,4
304124,4
970381,4
315824,4
232072,4
922276,4
259012,4
826715,4
766780,4
48709,3
504897,4
95389,4
309437,4
123428,3
497078,3
191631,3
430955,3
671350,3
373424,3
615608,4
994105,4
67516,4
314950,3
179369,4
160739,5
35585,3
920638,3
421142,4
529963,4
262554,4
515929,3
970798,2
648442,4
664862,4
622669,4
705008,2
81005,4
385218,4
796183,4
383127,4
416913,4
62820,3
208846,4
875600,3
824503,4
720658,3
437696,4
361009,2
466129,4
789826,3
28337,4
163088,4
997671,3
935872,4
593429,3
683903,4
7536,4
183652,3
